gene	ORF	class
RSA1	YPL193W	STRUCTURE
RSA3	YLR221C	STRUCTURE
RSA4	YCR072C	STRUCTURE
RSB1	YOR049C	NONE
RSC1	YGR056W	STRUCTURE
RSC2	YLR357W	STRUCTURE
RSC3	YDR303C	STRUCTURE
RSC30	YHR056C	STRUCTURE
RSC4	YKR008W	STRUCTURE
RSC58	YLR033W	STRUCTURE
RSC6	YCR052W	STRUCTURE
RSC8	YFR037C	STRUCTURE
RSC9	YML127W	STRUCTURE
RSE1	YML049C	NONE
RSF1	YMR030W	NONE
RSF2	YJR127C	NONE
RSM10	YDR041W	NONE
RSM18	YER050C	NONE
RSM19	YNR037C	NONE
RSM22	YKL155C	NONE
RSM23	YGL129C	NONE
RSM24	YDR175C	NONE
RSM25	YIL093C	NONE
RSM26	YJR101W	NONE
RSM27	YGR215W	NONE
RSM28	YDR494W	NONE
RSM7	YJR113C	NONE
RSN1	YMR266W	INPUT
RSO55	YLR281C	NONE
RSP5	YER125W	STRUCTURE
RSR1	YGR152C	BOTH
RTA1	YGR213C	NONE
RTC1	YOL138C	INPUT
RTC2	YBR147W	INPUT
RTC3	YHR087W	STRUCTURE
RTC4	YNL254C	NONE
RTC5	YOR118W	NONE
RTC6	YPL183W-A	STRUCTURE
RTF1	YGL244W	NONE
RTG1	YOL067C	NONE
RTG2	YGL252C	NONE
RTG3	YBL103C	NONE
RTK1	YDL025C	NONE
RTM1		NONE
RTN1	YDR233C	NONE
RTN2	YDL204W	NONE
RTP1	YMR185W	NONE
RTR1	YER139C	NONE
RTR2	YDR066C	NONE
RTS1	YOR014W	BOTH
RTS2	YOR077W	NONE
RTS3	YGR161C	NONE
RTT10	YPL183C	NONE
RTT101	YJL047C	STRUCTURE
RTT102	YGR275W	STRUCTURE
RTT103	YDR289C	NONE
RTT105	YER104W	NONE
RTT106	YNL206C	STRUCTURE
RTT107	YHR154W	STRUCTURE
RTT109	YLL002W	STRUCTURE
RUB1	YDR139C	NONE
RUD3	YOR216C	NONE
RUF20	YNCF0003C	NONE
RUF21	YNCF0001C	NONE
RUF22	YNCF0010C	NONE
RUF23	YNCF0013W	NONE
RUF5-1	YNCH0007W	NONE
RUF5-2	YNCH0008W	NONE
RUP1	YOR138C	NONE
RVB1	YDR190C	STRUCTURE
RVB2	YPL235W	STRUCTURE
RVS161	YCR009C	INPUT
RVS167	YDR388W	NONE
RXT2	YBR095C	STRUCTURE
RXT3	YDL076C	STRUCTURE
SAC1	YKL212W	NONE
SAC3	YDR159W	STRUCTURE
SAC6	YDR129C	NONE
SAC7	YDR389W	INPUT
SAD1	YFR005C	NONE
SAE2	YGL175C	STRUCTURE
SAE3	YHR079C-A	STRUCTURE
SAF1	YBR280C	NONE
SAG1	YJR004C	NONE
SAH1	YER043C	NONE
SAK1	YER129W	STRUCTURE
SAL1	YNL083W	INPUT
SAM1	YLR180W	NONE
SAM2	YDR502C	NONE
SAM3	YPL274W	INPUT
SAM35	YHR083W	NONE
SAM37	YMR060C	NONE
SAM4	YPL273W	NONE
SAM50	YNL026W	NONE
SAN1	YDR143C	NONE
SAP1	YER047C	NONE
SAP155	YFR040W	STRUCTURE
SAP185	YJL098W	STRUCTURE
SAP190	YKR028W	BOTH
SAP30	YMR263W	STRUCTURE
SAP4	YGL229C	STRUCTURE
SAR1	YPL218W	NONE
SAS10	YDL153C	STRUCTURE
SAS2	YMR127C	STRUCTURE
SAS3	YBL052C	STRUCTURE
SAS4	YDR181C	STRUCTURE
SAS5	YOR213C	STRUCTURE
SAT4	YCR008W	STRUCTURE
SAW1	YAL027W	STRUCTURE
SAY1	YGR263C	NONE
SBA1	YKL117W	STRUCTURE
SBE2	YDR351W	STRUCTURE
SBE22	YHR103W	STRUCTURE
SBH1	YER087C-B	NONE
SBH2	YER019C-A	NONE
SBP1	YHL034C	NONE
SCC2	YDR180W	NONE
SCC4	YER147C	STRUCTURE
SCD5	YOR329C	NONE
SCD6	YPR129W	NONE
SCEI		NONE
SCH9	YHR205W	INPUT
SCJ1	YMR214W	STRUCTURE
SCL1	YGL011C	STRUCTURE
SCM3	YDL139C	STRUCTURE
SCM4	YGR049W	NONE
SCO1	YBR037C	INPUT
SCO2	YBR024W	INPUT
SCP1	YOR367W	NONE
SCP160	YJL080C	STRUCTURE
SCR1	YNCE0024W	NONE
SCS2	YER120W	NONE
SCS22	YBL091C-A	NONE
SCS3	YGL126W	NONE
SCS7	YMR272C	NONE
SCT1	YBL011W	NONE
SCW10	YMR305C	STRUCTURE
SCW11	YGL028C	STRUCTURE
SCW4	YGR279C	STRUCTURE
SCY1	YGL083W	NONE
SDA1	YGR245C	STRUCTURE
SDC1	YDR469W	NONE
SDC25	YLL016W	BOTH
SDD1	YEL057C	NONE
SDD2	YMR074C	NONE
SDD3	YOL098C	NONE
SDD4	YPR022C	NONE
SDH1	YKL148C	NONE
SDH2	YLL041C	NONE
SDH3	YKL141W	NONE
SDH4	YDR178W	NONE
SDH5	YOL071W	NONE
SDH6	YDR379C-A	NONE
SDH7	YDR511W	NONE
SDH8	YBR269C	STRUCTURE
SDH9	YJL045W	NONE
SDL1	YIL167W	NONE
SDO1	YLR022C	STRUCTURE
SDP1	YIL113W	NONE
SDS22	YKL193C	STRUCTURE
SDS23	YGL056C	NONE
SDS24	YBR214W	NONE
SDS3	YIL084C	STRUCTURE
SDT1	YGL224C	NONE
SEA4	YBL104C	NONE
SEC1	YDR164C	NONE
SEC10	YLR166C	NONE
SEC11	YIR022W	NONE
SEC12	YNR026C	NONE
SEC13	YLR208W	INPUT
SEC14	YMR079W	NONE
SEC15	YGL233W	NONE
SEC16	YPL085W	NONE
SEC17	YBL050W	NONE
SEC18	YBR080C	NONE
SEC2	YNL272C	NONE
SEC20	YDR498C	NONE
SEC21	YNL287W	NONE
SEC22	YLR268W	NONE
SEC23	YPR181C	NONE
SEC24	YIL109C	NONE
SEC26	YDR238C	NONE
SEC27	YGL137W	NONE
SEC28	YIL076W	NONE
SEC3	YER008C	NONE
SEC31	YDL195W	NONE
SEC39	YLR440C	NONE
SEC4	YFL005W	NONE
SEC5	YDR166C	NONE
SEC53	YFL045C	NONE
SEC59	YMR013C	NONE
SEC6	YIL068C	NONE
SEC61	YLR378C	NONE
SEC62	YPL094C	NONE
SEC63	YOR254C	NONE
SEC65	YML105C	NONE
SEC66	YBR171W	NONE
SEC7	YDR170C	NONE
SEC72	YLR292C	NONE
SEC8	YPR055W	NONE
SEC9	YGR009C	NONE
SED1	YDR077W	NONE
SED4	YCR067C	NONE
SED5	YLR026C	NONE
SEF1	YBL066C	NONE
SEG1	YMR086W	NONE
SEG2	YKL105C	NONE
SEH1	YGL100W	NONE
SEI1	YLR404W	NONE
SEM1	YDR363W-A	STRUCTURE
SEN1	YLR430W	NONE
SEN15	YMR059W	NONE
SEN2	YLR105C	NONE
SEN34	YAR008W	NONE
SEN54	YPL083C	NONE
SEO1	YAL067C	INPUT
SER1	YOR184W	NONE
SER2	YGR208W	NONE
SER3	YER081W	NONE
SER33	YIL074C	NONE
SES1	YDR023W	NONE
SET1	YHR119W	STRUCTURE
SET2	YJL168C	NONE
SET3	YKR029C	STRUCTURE
SET4	YJL105W	STRUCTURE
SET5	YHR207C	NONE
SET6	YPL165C	NONE
SEY1	YOR165W	NONE
SFA1	YDL168W	NONE
SFB2	YNL049C	NONE
SFB3	YHR098C	NONE
SFC1	YJR095W	INPUT
SFG1	YOR315W	STRUCTURE
SFH1	YLR321C	STRUCTURE
SFH5	YJL145W	NONE
SFI1	YLL003W	STRUCTURE
SFK1	YKL051W	NONE
SFL1	YOR140W	NONE
SFM1	YOR021C	NONE
SFP1	YLR403W	NONE
SFT1	YKL006C-A	NONE
SFT2	YBL102W	NONE
SGA1	YIL099W	NONE
SGD1	YLR336C	STRUCTURE
SGE1	YPR198W	INPUT
SGF11	YPL047W	STRUCTURE
SGF29	YCL010C	STRUCTURE
SGF73	YGL066W	STRUCTURE
SGM1	YJR134C	NONE
SGN1	YIR001C	NONE
SGO1	YOR073W	STRUCTURE
SGS1	YMR190C	STRUCTURE
SGT1	YOR057W	NONE
SGT2	YOR007C	INPUT
SGV1	YPR161C	STRUCTURE
SHB17	YKR043C	NONE
SHC1	YER096W	STRUCTURE
SHE1	YBL031W	STRUCTURE
SHE10	YGL228W	NONE
SHE2	YKL130C	NONE
SHE3	YBR130C	NONE
SHE4	YOR035C	STRUCTURE
SHE9	YDR393W	STRUCTURE
SHG1	YBR258C	NONE
SHH3	YMR118C	NONE
SHH4	YLR164W	NONE
SHM1	YBR263W	NONE
SHM2	YLR058C	NONE
SHO1	YER118C	INPUT
SHP1	YBL058W	STRUCTURE
SHQ1	YIL104C	NONE
SHR3	YDL212W	STRUCTURE
SHR5	YOL110W	NONE
SHS1	YDL225W	STRUCTURE
SHU1	YHL006C	STRUCTURE
SHU2	YDR078C	STRUCTURE
SHY1	YGR112W	NONE
SIA1	YOR137C	NONE
SIC1	YLR079W	STRUCTURE
SIF2	YBR103W	STRUCTURE
SIL1	YOL031C	NONE
SIM1	YIL123W	STRUCTURE
SIN3	YOL004W	STRUCTURE
SIN4	YNL236W	NONE
SIP1	YDR422C	INPUT
SIP18	YMR175W	NONE
SIP2	YGL208W	INPUT
SIP3	YNL257C	NONE
SIP4	YJL089W	NONE
SIP5	YMR140W	NONE
SIR1	YKR101W	NONE
SIR2	YDL042C	STRUCTURE
SIR3	YLR442C	NONE
SIR4	YDR227W	NONE
SIS1	YNL007C	STRUCTURE
SIS2	YKR072C	STRUCTURE
SIT1	YEL065W	INPUT
SIT4	YDL047W	BOTH
SIW14	YNL032W	NONE
SIZ1	YDR409W	STRUCTURE
SKA1	YKL023W	NONE
SKG1	YKR100C	STRUCTURE
SKG3	YLR187W	INPUT
SKG6	YHR149C	NONE
SKI2	YLR398C	NONE
SKI3	YPR189W	NONE
SKI6	YGR195W	NONE
SKI7	YOR076C	NONE
SKI8	YGL213C	NONE
SKM1	YOL113W	NONE
SKN1	YGR143W	STRUCTURE
SKN7	YHR206W	INPUT
SKO1	YNL167C	INPUT
SKP1	YDR328C	STRUCTURE
SKP2	YNL311C	NONE
SKS1	YPL026C	STRUCTURE
SKT5	YBL061C	NONE
SKY1	YMR216C	NONE
SLA1	YBL007C	NONE
SLA2	YNL243W	NONE
SLC1	YDL052C	NONE
SLD2	YKL108W	STRUCTURE
SLD3	YGL113W	STRUCTURE
SLD5	YDR489W	STRUCTURE
SLD7	YOR060C	STRUCTURE
SLF1	YDR515W	NONE
SLG1	YOR008C	BOTH
SLH1	YGR271W	NONE
SLI1	YGR212W	NONE
SLI15	YBR156C	STRUCTURE
SLK19	YOR195W	STRUCTURE
SLM1	YIL105C	INPUT
SLM2	YNL047C	INPUT
SLM3	YDL033C	NONE
SLM4	YBR077C	INPUT
SLM5	YCR024C	NONE
SLM6	YBR266C	NONE
SLN1	YIL147C	INPUT
SLO1	YER180C-A	NONE
SLP1	YOR154W	NONE
SLS1	YLR139C	NONE
SLT2	YHR030C	BOTH
SLU7	YDR088C	NONE
SLX1	YBR228W	STRUCTURE
SLX4	YLR135W	STRUCTURE
SLX5	YDL013W	STRUCTURE
SLX8	YER116C	STRUCTURE
SLX9	YGR081C	STRUCTURE
SLY1	YDR189W	NONE
SLY41	YOR307C	INPUT
SLZ1	YNL196C	NONE
SMA1	YPL027W	NONE
SMA2	YML066C	NONE
SMB1	YER029C	NONE
SMC1	YFL008W	STRUCTURE
SMC2	YFR031C	STRUCTURE
SMC3	YJL074C	STRUCTURE
SMC4	YLR086W	STRUCTURE
SMC5	YOL034W	STRUCTURE
SMC6	YLR383W	STRUCTURE
SMD1	YGR074W	NONE
SMD2	YLR275W	NONE
SMD3	YLR147C	NONE
SME1	YOR159C	NONE
SMF1	YOL122C	INPUT
SMF2	YHR050W	NONE
SMF3	YLR034C	INPUT
SMI1	YGR229C	STRUCTURE
SMK1	YPR054W	BOTH
SML1	YML058W	STRUCTURE
SMM1	YNR015W	NONE
SMN1	YHR202W	NONE
SMP1	YBR182C	INPUT
SMP3	YOR149C	NONE
SMT1	YJL147C	NONE
SMT3	YDR510W	NONE
SMU2	YIL161W	NONE
SMX2	YFL017W-A	NONE
SMX3	YPR182W	NONE
SMY1	YKL079W	NONE
SMY2	YBR172C	NONE
SNA2	YDR525W-A	NONE
SNA3	YJL151C	NONE
SNA4	YDL123W	NONE
SNC1	YAL030W	NONE
SNC2	YOR327C	NONE
SND1	YDR186C	NONE
SND2	YLR065C	NONE
SND3	YBR106W	NONE
SNF1	YDR477W	NONE
SNF11	YDR073W	NONE
SNF12	YNR023W	NONE
SNF2	YOR290C	STRUCTURE
SNF3	YDL194W	INPUT
SNF4	YGL115W	NONE
SNF5	YBR289W	NONE
SNF6	YHL025W	NONE
SNF7	YLR025W	NONE
SNF8	YPL002C	NONE
SNG1	YGR197C	NONE
SNL1	YIL016W	STRUCTURE
SNM1	YDR478W	NONE
SNN1	YNL086W	NONE
SNO1	YMR095C	NONE
SNO2	YNL334C	NONE
SNO3	YFL060C	NONE
SNO4	YMR322C	NONE
SNP1	YIL061C	NONE
SNQ2	YDR011W	INPUT
SNR10	YNCG0013W	NONE
SNR11	YNCM0031W	NONE
SNR128	YNCJ0003C	NONE
SNR13	YNCD0030W	NONE
SNR14	YNCE0011C	NONE
SNR161	YNCB0009C	NONE
SNR17A	YNCO0025W	NONE
SNR17B	YNCP0005C	NONE
SNR18	YNCA0003W	NONE
SNR189	YNCC0012C	NONE
SNR19	YNCN0005C	NONE
SNR190	YNCJ0004C	STRUCTURE
SNR191	YNCN0019C	NONE
SNR24	YNCM0026C	NONE
SNR3	YNCJ0030W	NONE
SNR30	YNCL0003W	NONE
SNR31	YNCO0027C	NONE
SNR32	YNCH0012W	NONE
SNR33	YNCC0006C	NONE
SNR34	YNCL0048W	NONE
SNR35	YNCO0024C	NONE
SNR36	YNCO0022C	NONE
SNR37	YNCJ0007C	STRUCTURE
SNR38	YNCK0009W	NONE
SNR39	YNCG0014C	NONE
SNR39B	YNCG0015C	NONE
SNR4	YNCE0019W	NONE
SNR40	YNCN0001W	NONE
SNR41	YNCP0015C	NONE
SNR42	YNCK0020C	NONE
SNR43	YNCC0003C	NONE
SNR44	YNCL0046W	NONE
SNR45	YNCP0021W	NONE
SNR46	YNCG0024W	NONE
SNR47	YNCD0010C	NONE
SNR48	YNCG0026W	NONE
SNR49	YNCN0018W	NONE
SNR5	YNCO0028W	NONE
SNR50	YNCO0007W	NONE
SNR51	YNCP0013C	NONE
SNR52	YNCE0020C	NONE
SNR53	YNCE0003W	NONE
SNR54	YNCM0005C	NONE
SNR55	YNCL0042C	NONE
SNR56	YNCB0003W	NONE
SNR57	YNCL0043C	NONE
SNR58	YNCO0003C	NONE
SNR59	YNCP0003W	NONE
SNR6	YNCL0006W	NONE
SNR60	YNCJ0009C	NONE
SNR61	YNCL0041C	NONE
SNR62	YNCO0015C	NONE
SNR63	YNCD0002C	NONE
SNR64	YNCK0001W	NONE
SNR65	YNCC0011W	NONE
SNR66	YNCN0014W	NONE
SNR67	YNCE0002W	NONE
SNR68	YNCI0001W	NONE
SNR69	YNCK0013W	NONE
SNR7-L	YNCG0044C	NONE
SNR7-S	YNCG0045C	NONE
SNR70	YNCP0014C	NONE
SNR71	YNCH0014W	NONE
SNR72	YNCM0017W	NONE
SNR73	YNCM0016W	NONE
SNR74	YNCM0015W	NONE
SNR75	YNCM0014W	NONE
SNR76	YNCM0013W	NONE
SNR77	YNCM0012W	NONE
SNR78	YNCM0011W	NONE
SNR79	YNCL0005C	NONE
SNR8	YNCO0026W	NONE
SNR80	YNCE0001C	NONE
SNR81	YNCO0006W	NONE
SNR82	YNCG0010W	NONE
SNR83	YNCM0030W	NONE
SNR84	YNCD0032C	NONE
SNR85	YNCM0002C	NONE
SNR86	YNCM0034C	NONE
SNR87	YNCK0015C	NONE
SNR9	YNCO0014C	NONE
SNT1	YCR033W	NONE
SNT2	YGL131C	INPUT
SNT309	YPR101W	NONE
SNU114	YKL173W	NONE
SNU13	YEL026W	STRUCTURE
SNU23	YDL098C	NONE
SNU56	YDR240C	NONE
SNU66	YOR308C	NONE
SNU71	YGR013W	NONE
SNX3	YOR357C	NONE
SNX4	YJL036W	NONE
SNX41	YDR425W	NONE
SNZ1	YMR096W	NONE
SNZ2	YNL333W	NONE
SNZ3	YFL059W	NONE
SOA1	YIL166C	INPUT
SOD1	YJR104C	INPUT
SOD2	YHR008C	NONE
SOE1	YNCG0012W	NONE
SOF1	YLL011W	STRUCTURE
SOG2	YOR353C	BOTH
SOH1	YGL127C	STRUCTURE
SOK1	YDR006C	INPUT
SOK2	YMR016C	NONE
SOL1	YNR034W	NONE
SOL2	YCR073W-A	NONE
SOL3	YHR163W	NONE
SOL4	YGR248W	NONE
SOM1	YEL059C-A	NONE
SOP4	YJL192C	NONE
SOR1	YJR159W	NONE
SOR2	YDL246C	NONE
SOV1	YMR066W	NONE
SPA2	YLL021W	INPUT
SPB1	YCL054W	STRUCTURE
SPB4	YFL002C	STRUCTURE
SPC1	YJR010C-A	NONE
SPC105	YGL093W	NONE
SPC110	YDR356W	NONE
SPC19	YDR201W	STRUCTURE
SPC2	YML055W	NONE
SPC24	YMR117C	STRUCTURE
SPC25	YER018C	STRUCTURE
SPC29	YPL124W	NONE
SPC3	YLR066W	NONE
SPC34	YKR037C	STRUCTURE
SPC42	YKL042W	NONE
SPC72	YAL047C	STRUCTURE
SPC97	YHR172W	STRUCTURE
SPC98	YNL126W	STRUCTURE
SPE1	YKL184W	NONE
SPE2	YOL052C	NONE
SPE3	YPR069C	NONE
SPE4	YLR146C	NONE
SPF1	YEL031W	INPUT
SPG1	YGR236C	NONE
SPG3	YDR504C	NONE
SPG4	YMR107W	NONE
SPG5	YMR191W	NONE
SPH1	YLR313C	INPUT
SPI1	YER150W	NONE
SPL2	YHR136C	NONE
SPN1	YPR133C	NONE
SPO1	YNL012W	NONE
SPO11	YHL022C	NONE
SPO12	YHR152W	NONE
SPO13	YHR014W	NONE
SPO14	YKR031C	NONE
SPO16	YHR153C	NONE
SPO19	YPL130W	NONE
SPO20	YMR017W	NONE
SPO21	YOL091W	STRUCTURE
SPO22	YIL073C	NONE
SPO23	YBR250W	NONE
SPO24	YPR036W-A	NONE
SPO7	YAL009W	NONE
SPO71	YDR104C	NONE
SPO73	YER046W	NONE
SPO74	YGL170C	NONE
SPO75	YLL005C	INPUT
SPO77	YLR341W	NONE
SPP1	YPL138C	NONE
SPP2	YOR148C	NONE
SPP381	YBR152W	NONE
SPP382	YLR424W	NONE
SPP41	YDR464W	NONE
SPR1	YOR190W	STRUCTURE
SPR2	YOR214C	NONE
SPR28	YDR218C	STRUCTURE
SPR3	YGR059W	NONE
SPR6	YER115C	NONE
SPS1	YDR523C	INPUT
SPS100	YHR139C	NONE
SPS18	YNL204C	NONE
SPS19	YNL202W	NONE
SPS2	YDR522C	NONE
SPS22	YCL048W	NONE
SPS4	YOR313C	NONE
SPT10	YJL127C	STRUCTURE
SPT14	YPL175W	NONE
SPT15	YER148W	NONE
SPT16	YGL207W	STRUCTURE
SPT2	YER161C	STRUCTURE
SPT20	YOL148C	STRUCTURE
SPT21	YMR179W	NONE
SPT23	YKL020C	NONE
SPT3	YDR392W	STRUCTURE
SPT4	YGR063C	STRUCTURE
SPT5	YML010W	NONE
SPT6	YGR116W	STRUCTURE
SPT7	YBR081C	STRUCTURE
SPT8	YLR055C	STRUCTURE
SQS1	YNL224C	NONE
SQT1	YIR012W	STRUCTURE
SRB2	YHR041C	NONE
SRB4	YER022W	NONE
SRB5	YGR104C	NONE
SRB6	YBR253W	NONE
SRB7	YDR308C	NONE
SRB8	YCR081W	NONE
SRC1	YML034W	NONE
SRD1	YCR018C	NONE
SRF1	YDL133W	NONE
SRG1	YNCE0017W	NONE
SRL1	YOR247W	STRUCTURE
SRL2	YLR082C	NONE
SRL3	YKR091W	STRUCTURE
SRL4	YPL033C	NONE
SRM1	YGL097W	STRUCTURE
SRN2	YLR119W	NONE
SRO7	YPR032W	INPUT
SRO77	YBL106C	NONE
SRO9	YCL037C	NONE
SRP1	YNL189W	NONE
SRP101	YDR292C	NONE
SRP102	YKL154W	NONE
SRP14	YDL092W	NONE
SRP21	YKL122C	NONE
SRP40	YKR092C	NONE
SRP54	YPR088C	NONE
SRP68	YPL243W	NONE
SRP72	YPL210C	NONE
SRS2	YJL092W	STRUCTURE
SRT1	YMR101C	NONE
SRV2	YNL138W	NONE
SRX1	YKL086W	INPUT
SRY1	YKL218C	NONE
SSA1	YAL005C	STRUCTURE
SSA2	YLL024C	STRUCTURE
SSA3	YBL075C	STRUCTURE
SSA4	YER103W	STRUCTURE
SSB1	YDL229W	NONE
SSB2	YNL209W	NONE
SSC1	YJR045C	STRUCTURE
SSD1	YDR293C	STRUCTURE
SSE1	YPL106C	STRUCTURE
SSE2	YBR169C	STRUCTURE
SSF1	YHR066W	STRUCTURE
SSF2	YDR312W	STRUCTURE
SSH1	YBR283C	NONE
SSH4	YKL124W	NONE
SSK1	YLR006C	INPUT
SSK2	YNR031C	INPUT
SSK22	YCR073C	NONE
SSL1	YLR005W	STRUCTURE
SSL2	YIL143C	STRUCTURE
SSM4	YIL030C	STRUCTURE
SSN2	YDR443C	NONE
SSN3	YPL042C	STRUCTURE
SSN8	YNL025C	NONE
SSO1	YPL232W	NONE
SSO2	YMR183C	NONE
SSP1	YHR184W	STRUCTURE
SSP120	YLR250W	NONE
SSP2	YOR242C	NONE
SSQ1	YLR369W	NONE
SSS1	YDR086C	NONE
SST2	YLR452C	INPUT
SSU1	YPL092W	INPUT
SSU72	YNL222W	NONE
SSY1	YDR160W	INPUT
SSY5	YJL156C	NONE
SSZ1	YHR064C	NONE
STA1		NONE
STB1	YNL309W	STRUCTURE
STB2	YMR053C	NONE
STB3	YDR169C	NONE
STB4	YMR019W	NONE
STB5	YHR178W	INPUT
STB6	YKL072W	NONE
STD1	YOR047C	INPUT
STE11	YLR362W	INPUT
STE12	YHR084W	NONE
STE13	YOR219C	NONE
STE14	YDR410C	NONE
STE18	YJR086W	INPUT
STE2	YFL026W	INPUT
STE20	YHL007C	INPUT
STE23	YLR389C	NONE
STE24	YJR117W	NONE
STE3	YKL178C	INPUT
STE4	YOR212W	INPUT
STE5	YDR103W	INPUT
STE50	YCL032W	BOTH
STE6	YKL209C	INPUT
STE7	YDL159W	INPUT
STF1	YDL130W-A	NONE
STF2	YGR008C	NONE
STH1	YIL126W	STRUCTURE
STI1	YOR027W	STRUCTURE
STL1	YDR536W	INPUT
STM1	YLR150W	INPUT
STN1	YDR082W	NONE
STO1	YMR125W	INPUT
STP1	YDR463W	NONE
STP2	YHR006W	NONE
STP22	YCL008C	NONE
STP3	YLR375W	NONE
STP4	YDL048C	NONE
STR2	YJR130C	NONE
STR3	YGL184C	NONE
STS1	YIR011C	STRUCTURE
STT3	YGL022W	NONE
STT4	YLR305C	NONE
STU1	YBL034C	STRUCTURE
STU2	YLR045C	NONE
STV1	YMR054W	INPUT
SUA5	YGL169W	NONE
SUA7	YPR086W	NONE
SUB1	YMR039C	NONE
SUB2	YDL084W	NONE
SUC1		NONE
SUC2	YIL162W	NONE
SUC3		NONE
SUC4		NONE
SUC5		NONE
SUC7		NONE
SUE1	YPR151C	NONE
SUF1	YNCO0001C	NONE
SUF10	YNCN0016C	NONE
SUF11	YNCO0017W	NONE
SUF16	YNCC0007C	NONE
SUF17	YNCO0009W	NONE
SUF2	YNCC0004C	NONE
SUF20	YNCF0006W	NONE
SUF23	YNCJ0024W	NONE
SUF3	YNCD0027C	NONE
SUF4	YNCG0035W	NONE
SUF5	YNCO0020C	NONE
SUF6	YNCN0002C	NONE
SUF7	YNCM0008C	NONE
SUF8	YNCH0013C	NONE
SUF9	YNCF0002W	NONE
SUI1	YNL244C	NONE
SUI2	YJR007W	NONE
SUI3	YPL237W	NONE
SUL1	YBR294W	INPUT
SUL2	YLR092W	INPUT
SUM1	YDR310C	STRUCTURE
SUN4	YNL066W	STRUCTURE
SUP11	YNCF0007W	NONE
SUP16	YNCP0012W	NONE
SUP17	YNCI0006W	NONE
SUP19	YNCE0015C	NONE
SUP2	YNCD0018W	NONE
SUP3	YNCO0010W	NONE
SUP35	YDR172W	NONE
SUP4	YNCJ0027C	NONE
SUP45	YBR143C	NONE
SUP5	YNCM0006W	NONE
SUP51	YNCJ0021C	NONE
SUP53	YNCC0002W	NONE
SUP54	YNCG0019W	NONE
SUP56	YNCA0005W	NONE
SUP6	YNCF0012C	NONE
SUP61	YNCC0013W	NONE
SUP7	YNCJ0010W	NONE
SUP8	YNCM0037W	NONE
SUR1	YPL057C	NONE
SUR2	YDR297W	NONE
SUR7	YML052W	NONE
SUS1	YBR111W-A	STRUCTURE
SUT1	YGL162W	NONE
SUT2	YPR009W	NONE
SUV3	YPL029W	NONE
SVF1	YDR346C	INPUT
SVL3	YPL032C	NONE
SVP26	YHR181W	NONE
SVS1	YPL163C	NONE
SWA2	YDR320C	NONE
SWC3	YAL011W	STRUCTURE
SWC4	YGR002C	STRUCTURE
SWC5	YBR231C	STRUCTURE
SWC7	YLR385C	STRUCTURE
SWD1	YAR003W	NONE
SWD2	YKL018W	NONE
SWD3	YBR175W	NONE
SWE1	YJL187C	STRUCTURE
SWF1	YDR126W	NONE
SWH1	YAR042W	NONE
SWI1	YPL016W	STRUCTURE
SWI3	YJL176C	NONE
SWI4	YER111C	STRUCTURE
SWI5	YDR146C	STRUCTURE
SWI6	YLR182W	STRUCTURE
SWM1	YDR260C	STRUCTURE
SWM2	YNR004W	NONE
SWP1	YMR149W	NONE
SWP82	YFL049W	STRUCTURE
SWR1	YDR334W	STRUCTURE
SWS2	YNL081C	NONE
SWT1	YOR166C	NONE
SWT21	YNL187W	NONE
SXM1	YDR395W	NONE
SYC1	YOR179C	NONE
SYF1	YDR416W	NONE
SYF2	YGR129W	NONE
SYG1	YIL047C	INPUT
SYH1	YPL105C	NONE
SYM1	YLR251W	NONE
SYN8	YAL014C	NONE
SYO1	YDL063C	STRUCTURE
SYP1	YCR030C	NONE
SYS1	YJL004C	NONE
SYT1	YPR095C	NONE
TAD1	YGL243W	NONE
TAD2	YJL035C	NONE
TAD3	YLR316C	NONE
TAE1	YBR261C	NONE
TAF1	YGR274C	STRUCTURE
TAF10	YDR167W	STRUCTURE
TAF11	YML015C	NONE
TAF12	YDR145W	STRUCTURE
TAF13	YML098W	NONE
TAF14	YPL129W	NONE
TAF2	YCR042C	NONE
TAF3	YPL011C	NONE
TAF4	YMR005W	NONE
TAF5	YBR198C	STRUCTURE
TAF6	YGL112C	STRUCTURE
TAF7	YMR227C	NONE
TAF8	YML114C	NONE
TAF9	YMR236W	STRUCTURE
TAG1	YLR173W	NONE
TAH1	YCR060W	STRUCTURE
TAH11	YJR046W	STRUCTURE
TAH18	YPR048W	NONE
TAL1	YLR354C	NONE
TAM41	YGR046W	NONE
TAN1	YGL232W	NONE
TAO3	YIL129C	NONE
TAP42	YMR028W	NONE
TAR1	YLR154W-C	NONE
TAT1	YBR069C	INPUT
TAT2	YOL020W	INPUT
TAT3		NONE
TAX4	YJL083W	NONE
TAZ1	YPR140W	NONE
TBF1	YPL128C	NONE
TBS1	YBR150C	NONE
TCA17	YEL048C	NONE
TCB1	YOR086C	NONE
TCB2	YNL087W	NONE
TCB3	YML072C	NONE
TCD1	YHR003C	NONE
TCD2	YKL027W	NONE
TCM62	YBR044C	STRUCTURE
TCO89	YPL180W	INPUT
TCP1	YDR212W	STRUCTURE
TDA1	YMR291W	INPUT
TDA10	YGR205W	NONE
TDA11	YHR159W	NONE
TDA2	YER071C	NONE
TDA3	YHR009C	NONE
TDA4	YJR116W	NONE
TDA5	YLR426W	NONE
TDA6	YPR157W	NONE
