gene	ORF	class
ETS1-2	YNCL0026C	NONE
ETT1	YOR051C	NONE
EUC1	YMR111C	NONE
EUG1	YDR518W	STRUCTURE
EXG1	YLR300W	STRUCTURE
EXG2	YDR261C	STRUCTURE
EXO1	YOR033C	STRUCTURE
EXO5	YBR163W	STRUCTURE
EXO70	YJL085W	NONE
EXO84	YBR102C	NONE
EXP1	YDL121C	NONE
FAA1	YOR317W	NONE
FAA2	YER015W	NONE
FAA3	YIL009W	NONE
FAA4	YMR246W	NONE
FAB1	YFR019W	NONE
FAD1	YDL045C	NONE
FAF1	YIL019W	STRUCTURE
FAL1	YDR021W	STRUCTURE
FAP1	YNL023C	NONE
FAP7	YDL166C	BOTH
FAR1	YJL157C	STRUCTURE
FAR10	YLR238W	NONE
FAR11	YNL127W	NONE
FAR3	YMR052W	NONE
FAR7	YFR008W	NONE
FAR8	YMR029C	NONE
FAS1	YKL182W	NONE
FAS2	YPL231W	NONE
FAT1	YBR041W	NONE
FAT3	YKL187C	NONE
FAU1	YER183C	NONE
FBA1	YKL060C	NONE
FBP1	YLR377C	NONE
FBP26	YJL155C	NONE
FCF1	YDR339C	STRUCTURE
FCF2	YLR051C	STRUCTURE
FCP1	YMR277W	NONE
FCY1	YPR062W	NONE
FCY2	YER056C	INPUT
FCY21	YER060W	INPUT
FCY22	YER060W-A	INPUT
FDC1	YDR539W	NONE
FDH1	YOR388C	NONE
FDH2	YPL275W	NONE
FDO1	YMR144W	NONE
FEN2	YCR028C	INPUT
FES1	YBR101C	NONE
FET3	YMR058W	INPUT
FET4	YMR319C	INPUT
FET5	YFL041W	INPUT
FEX1	YOR390W	NONE
FEX2	YPL279C	NONE
FHL1	YPR104C	NONE
FHN1	YGR131W	NONE
FIG1	YBR040W	NONE
FIG2	YCR089W	STRUCTURE
FIG4	YNL325C	NONE
FIN1	YDR130C	NONE
FIP1	YJR093C	NONE
FIR1	YER032W	NONE
FIS1	YIL065C	NONE
FIT1	YDR534C	INPUT
FIT2	YOR382W	INPUT
FIT3	YOR383C	INPUT
FKH1	YIL131C	STRUCTURE
FKH2	YNL068C	STRUCTURE
FKS1	YLR342W	STRUCTURE
FKS3	YMR306W	STRUCTURE
FLC1	YPL221W	BOTH
FLC2	YAL053W	BOTH
FLC3	YGL139W	BOTH
FLO1	YAR050W	NONE
FLO10	YKR102W	NONE
FLO11	YIR019C	NONE
FLO5	YHR211W	NONE
FLO8	YER109C	NONE
FLO9	YAL063C	NONE
FLP1		NONE
FLR1	YBR008C	INPUT
FLX1	YIL134W	INPUT
FMC1	YIL098C	NONE
FMN1	YDR236C	NONE
FMO1	YHR176W	STRUCTURE
FMP10	YER182W	NONE
FMP16	YDR070C	NONE
FMP23	YBR047W	NONE
FMP25	YLR077W	NONE
FMP27	YLR454W	NONE
FMP30	YPL103C	NONE
FMP32	YFL046W	NONE
FMP33	YJL161W	NONE
FMP40	YPL222W	NONE
FMP41	YNL168C	NONE
FMP42	YMR221C	INPUT
FMP45	YDL222C	NONE
FMP46	YKR049C	NONE
FMP48	YGR052W	INPUT
FMP49	YER038W-A	NONE
FMP52	YER004W	NONE
FMS1	YMR020W	NONE
FMT1	YBL013W	NONE
FOB1	YDR110W	STRUCTURE
FOL1	YNL256W	NONE
FOL2	YGR267C	NONE
FOL3	YMR113W	NONE
FOX2	YKR009C	NONE
FPG1		NONE
FPK1	YNR047W	NONE
FPR1	YNL135C	STRUCTURE
FPR2	YDR519W	NONE
FPR3	YML074C	NONE
FPR4	YLR449W	NONE
FPS1	YLL043W	INPUT
FPT1	YKR011C	NONE
FPY1	YMR178W	NONE
FRA1	YLL029W	NONE
FRD1	YEL047C	NONE
FRE1	YLR214W	INPUT
FRE2	YKL220C	INPUT
FRE3	YOR381W	INPUT
FRE4	YNR060W	INPUT
FRE5	YOR384W	INPUT
FRE6	YLL051C	INPUT
FRE7	YOL152W	INPUT
FRE8	YLR047C	INPUT
FRK1	YPL141C	NONE
FRM2	YCL026C-A	INPUT
FRQ1	YDR373W	NONE
FRS1	YLR060W	NONE
FRS2	YFL022C	NONE
FRT1	YOR324C	INPUT
FRT2	YAL028W	INPUT
FSF1	YOR271C	INPUT
FSH1	YHR049W	NONE
FSH2	YMR222C	NONE
FSH3	YOR280C	NONE
FTH1	YBR207W	INPUT
FTR1	YER145C	INPUT
FUB1	YCR076C	STRUCTURE
FUI1	YBL042C	INPUT
FUM1	YPL262W	STRUCTURE
FUN12	YAL035W	NONE
FUN14	YAL008W	STRUCTURE
FUN19	YAL034C	NONE
FUN26	YAL022C	INPUT
FUN30	YAL019W	STRUCTURE
FUR1	YHR128W	NONE
FUR4	YBR021W	INPUT
FUS1	YCL027W	NONE
FUS2	YMR232W	NONE
FUS3	YBL016W	STRUCTURE
FYV10	YIL097W	STRUCTURE
FYV12	YOR183W	NONE
FYV4	YHR059W	NONE
FYV5	YCL058C	STRUCTURE
FYV6	YNL133C	NONE
FYV7	YLR068W	NONE
FYV8	YGR196C	NONE
FZF1	YGL254W	NONE
FZO1	YBR179C	NONE
GAA1	YLR088W	NONE
GAB1	YLR459W	STRUCTURE
GAC1	YOR178C	INPUT
GAD1	YMR250W	INPUT
GAG1	YLR407W	NONE
GAL1	YBR020W	NONE
GAL10	YBR019C	NONE
GAL11	YOL051W	NONE
GAL2	YLR081W	INPUT
GAL3	YDR009W	NONE
GAL4	YPL248C	NONE
GAL7	YBR018C	NONE
GAL80	YML051W	NONE
GAL83	YER027C	INPUT
GAP1	YKR039W	INPUT
GAR1	YHR089C	STRUCTURE
GAS1	YMR307W	STRUCTURE
GAS2	YLR343W	STRUCTURE
GAS3	YMR215W	STRUCTURE
GAS4	YOL132W	STRUCTURE
GAS5	YOL030W	STRUCTURE
GAT1	YFL021W	NONE
GAT2	YMR136W	NONE
GAT3	YLR013W	NONE
GAT4	YIR013C	NONE
GBP2	YCL011C	NONE
GCD1	YOR260W	NONE
GCD10	YNL062C	NONE
GCD11	YER025W	NONE
GCD14	YJL125C	NONE
GCD2	YGR083C	NONE
GCD6	YDR211W	NONE
GCD7	YLR291C	NONE
GCG1	YER163C	NONE
GCN1	YGL195W	NONE
GCN2	YDR283C	NONE
GCN20	YFR009W	NONE
GCN3	YKR026C	NONE
GCN4	YEL009C	NONE
GCN5	YGR252W	STRUCTURE
GCR1	YPL075W	NONE
GCR2	YNL199C	NONE
GCS1	YDL226C	STRUCTURE
GCV1	YDR019C	NONE
GCV2	YMR189W	NONE
GCV3	YAL044C	NONE
GCY1	YOR120W	INPUT
GDA1	YEL042W	NONE
GDB1	YPR184W	NONE
GDE1	YPL110C	NONE
GDH1	YOR375C	NONE
GDH2	YDL215C	NONE
GDH3	YAL062W	NONE
GDI1	YER136W	INPUT
GDS1	YOR355W	NONE
GDT1	YBR187W	NONE
GEA1	YJR031C	NONE
GEA2	YEL022W	NONE
GEF1	YJR040W	INPUT
GEM1	YAL048C	BOTH
GEP3	YOR205C	STRUCTURE
GEP4	YHR100C	NONE
GEP5	YLR091W	NONE
GEP7	YGL057C	NONE
GET1	YGL020C	NONE
GET2	YER083C	NONE
GET3	YDL100C	BOTH
GET4	YOR164C	NONE
GEX1	YCL073C	INPUT
GEX2	YKR106W	INPUT
GFA1	YKL104C	NONE
GFD1	YMR255W	NONE
GFD2	YCL036W	NONE
GGA1	YDR358W	NONE
GGA2	YHR108W	NONE
GGC1	YDL198C	INPUT
GIC1	YHR061C	NONE
GIC2	YDR309C	NONE
GID10	YGR066C	BOTH
GID11	YLR149C	NONE
GID12	YDL176W	NONE
GID7	YCL039W	STRUCTURE
GID8	YMR135C	STRUCTURE
GIM3	YNL153C	STRUCTURE
GIM4	YEL003W	STRUCTURE
GIM5	YML094W	STRUCTURE
GIN4	YDR507C	STRUCTURE
GIP1	YBR045C	NONE
GIP2	YER054C	NONE
GIP3	YPL137C	STRUCTURE
GIP4	YAL031C	STRUCTURE
GIR2	YDR152W	NONE
GIS1	YDR096W	NONE
GIS2	YNL255C	NONE
GIS3	YLR094C	NONE
GIS4	YML006C	NONE
GIT1	YCR098C	INPUT
GLC3	YEL011W	NONE
GLC7	YER133W	BOTH
GLC8	YMR311C	STRUCTURE
GLD1	YPR109W	NONE
GLE1	YDL207W	NONE
GLE2	YER107C	NONE
GLG1	YKR058W	NONE
GLG2	YJL137C	NONE
GLK1	YCL040W	NONE
GLN1	YPR035W	NONE
GLN3	YER040W	NONE
GLN4	YOR168W	NONE
GLO1	YML004C	NONE
GLO2	YDR272W	NONE
GLO3	YER122C	NONE
GLO4	YOR040W	NONE
GLR1	YPL091W	INPUT
GLT1	YDL171C	NONE
GLY1	YEL046C	NONE
GMC1	YDR506C	INPUT
GMC2	YLR445W	NONE
GMH1	YKR030W	NONE
GNA1	YFL017C	NONE
GND1	YHR183W	INPUT
GND2	YGR256W	NONE
GNP1	YDR508C	INPUT
GNT1	YOR320C	NONE
GON7	YJL184W	NONE
GOR1	YNL274C	NONE
GOS1	YHL031C	NONE
GOT1	YMR292W	NONE
GPA1	YHR005C	INPUT
GPA2	YER020W	INPUT
GPB1	YOR371C	NONE
GPB2	YAL056W	INPUT
GPC1	YGR149W	NONE
GPD1	YDL022W	NONE
GPD2	YOL059W	NONE
GPG1	YGL121C	INPUT
GPH1	YPR160W	NONE
GPI1	YGR216C	NONE
GPI10	YGL142C	NONE
GPI11	YDR302W	NONE
GPI12	YMR281W	NONE
GPI13	YLL031C	STRUCTURE
GPI14	YJR013W	STRUCTURE
GPI15	YNL038W	NONE
GPI16	YHR188C	NONE
GPI17	YDR434W	NONE
GPI18	YBR004C	NONE
GPI19	YDR437W	STRUCTURE
GPI2	YPL076W	NONE
GPI8	YDR331W	NONE
GPM1	YKL152C	NONE
GPM2	YDL021W	NONE
GPM3	YOL056W	NONE
GPN2	YOR262W	NONE
GPN3	YLR243W	NONE
GPP1	YIL053W	INPUT
GPP2	YER062C	INPUT
GPR1	YDL035C	INPUT
GPT2	YKR067W	NONE
GPX1	YKL026C	INPUT
GPX2	YBR244W	INPUT
GRC3	YLL035W	NONE
GRE1	YPL223C	NONE
GRE2	YOL151W	NONE
GRE3	YHR104W	INPUT
GRH1	YDR517W	NONE
GRR1	YJR090C	INPUT
GRS1	YBR121C	NONE
GRS2	YPR081C	NONE
GRX1	YCL035C	INPUT
GRX2	YDR513W	INPUT
GRX3	YDR098C	NONE
GRX4	YER174C	INPUT
GRX5	YPL059W	INPUT
GRX6	YDL010W	INPUT
GRX7	YBR014C	INPUT
GRX8	YLR364W	NONE
GSC2	YGR032W	STRUCTURE
GSF2	YML048W	STRUCTURE
GSH1	YJL101C	NONE
GSH2	YOL049W	NONE
GSM1	YJL103C	NONE
GSP1	YLR293C	NONE
GSP2	YOR185C	NONE
GSR1	YMR295C	NONE
GSY1	YFR015C	NONE
GSY2	YLR258W	NONE
GTA1	YEL043W	NONE
GTB1	YDR221W	NONE
GTF1	YGR102C	NONE
GTO1	YGR154C	NONE
GTO3	YMR251W	NONE
GTR1	YML121W	INPUT
GTR2	YGR163W	INPUT
GTS1	YGL181W	NONE
GTT1	YIR038C	NONE
GTT2	YLL060C	NONE
GTT3	YEL017W	NONE
GUA1	YMR217W	NONE
GUD1	YDL238C	NONE
GUF1	YLR289W	NONE
GUK1	YDR454C	NONE
GUP1	YGL084C	NONE
GUP2	YPL189W	NONE
GUS1	YGL245W	NONE
GUT1	YHL032C	NONE
GUT2	YIL155C	NONE
GVP36	YIL041W	NONE
GWT1	YJL091C	NONE
GYL1	YMR192W	NONE
GYP1	YOR070C	NONE
GYP5	YPL249C	NONE
GYP6	YJL044C	NONE
GYP7	YDL234C	NONE
GYP8	YFL027C	NONE
GZF3	YJL110C	NONE
HAA1	YPR008W	NONE
HAB1	YBR285W	NONE
HAC1	YFL031W	NONE
HAL1	YPR005C	NONE
HAL5	YJL165C	NONE
HAL9	YOL089C	NONE
HAM1	YJR069C	NONE
HAP1	YLR256W	NONE
HAP2	YGL237C	NONE
HAP3	YBL021C	NONE
HAP4	YKL109W	NONE
HAP5	YOR358W	NONE
HAS1	YMR290C	STRUCTURE
HAT1	YPL001W	STRUCTURE
HAT2	YEL056W	STRUCTURE
HBN1	YCL026C-B	INPUT
HBS1	YKR084C	NONE
HBT1	YDL223C	NONE
HCA4	YJL033W	STRUCTURE
HCH1	YNL281W	STRUCTURE
HCM1	YCR065W	BOTH
HCR1	YLR192C	NONE
HCS1	YKL017C	NONE
HDA1	YNL021W	STRUCTURE
HDA2	YDR295C	STRUCTURE
HDA3	YPR179C	STRUCTURE
HED1	YDR014W-A	STRUCTURE
HEF3	YNL014W	NONE
HEH2	YDR458C	NONE
HEK2	YBL032W	STRUCTURE
HEL1	YKR017C	NONE
HEL2	YDR266C	NONE
HEM1	YDR232W	NONE
HEM12	YDR047W	NONE
HEM13	YDR044W	NONE
HEM14	YER014W	NONE
HEM15	YOR176W	NONE
HEM2	YGL040C	NONE
HEM25	YDL119C	INPUT
HEM3	YDL205C	NONE
HEM4	YOR278W	NONE
HER1	YOR227W	NONE
HER2	YMR293C	NONE
HES1	YOR237W	NONE
HFA1	YMR207C	NONE
HFD1	YMR110C	NONE
HFI1	YPL254W	STRUCTURE
HFL1	YKR051W	INPUT
HFM1	YGL251C	STRUCTURE
HGH1	YGR187C	STRUCTURE
HHF1	YBR009C	STRUCTURE
HHF2	YNL030W	STRUCTURE
HHO1	YPL127C	NONE
HHT1	YBR010W	STRUCTURE
HHT2	YNL031C	NONE
HHY1	YEL059W	NONE
HIF1	YLL022C	STRUCTURE
HIM1	YDR317W	STRUCTURE
HIP1	YGR191W	INPUT
HIR1	YBL008W	STRUCTURE
HIR2	YOR038C	STRUCTURE
HIR3	YJR140C	STRUCTURE
HIS1	YER055C	NONE
HIS2	YFR025C	NONE
HIS3	YOR202W	NONE
HIS4	YCL030C	NONE
HIS5	YIL116W	NONE
HIS6	YIL020C	NONE
HIS7	YBR248C	NONE
HIT1	YJR055W	NONE
HKR1	YDR420W	NONE
HLJ1	YMR161W	NONE
HLR1	YDR528W	STRUCTURE
HMF1	YER057C	NONE
HMG1	YML075C	NONE
HMG2	YLR450W	NONE
HMI1	YOL095C	STRUCTURE
HMLALPHA1	YCL066W	NONE
HMLALPHA2	YCL067C	NONE
HMO1	YDR174W	STRUCTURE
HMRA1	YCR097W	NONE
HMRA2	YCR096C	NONE
HMS1	YOR032C	NONE
HMS2	YJR147W	NONE
HMT1	YBR034C	NONE
HMX1	YLR205C	NONE
HNM1	YGL077C	INPUT
HNT1	YDL125C	NONE
HNT2	YDR305C	NONE
HNT3	YOR258W	STRUCTURE
HO	YDL227C	NONE
HOB2	YPR117W	NONE
HOC1	YJR075W	NONE
HOF1	YMR032W	STRUCTURE
HOG1	YLR113W	INPUT
HOL1	YNR055C	INPUT
HOM2	YDR158W	NONE
HOM3	YER052C	NONE
HOM6	YJR139C	NONE
HOP1	YIL072W	NONE
HOP2	YGL033W	NONE
HOR7	YMR251W-A	NONE
HOS1	YPR068C	STRUCTURE
HOS2	YGL194C	STRUCTURE
HOS3	YPL116W	STRUCTURE
HOS4	YIL112W	NONE
HOT1	YMR172W	INPUT
HOT13	YKL084W	NONE
HPA2	YPR193C	STRUCTURE
HPA3	YEL066W	NONE
HPC2	YBR215W	STRUCTURE
HPF1	YOL155C	STRUCTURE
HPM1	YIL110W	NONE
HPR1	YDR138W	NONE
HPT1	YDR399W	NONE
HRA1	YNCA0001W	NONE
HRB1	YNL004W	NONE
HRD1	YOL013C	NONE
HRD3	YLR207W	NONE
HRI1	YLR301W	NONE
HRK1	YOR267C	NONE
HRP1	YOL123W	NONE
HRQ1	YDR291W	STRUCTURE
HRR25	YPL204W	BOTH
HRT1	YOL133W	STRUCTURE
HRT3	YLR097C	NONE
HSC82	YMR186W	STRUCTURE
HSE1	YHL002W	NONE
HSF1	YGL073W	INPUT
HSH155	YMR288W	NONE
HSH49	YOR319W	NONE
HSK3	YKL138C-A	STRUCTURE
HSL1	YKL101W	STRUCTURE
HSL7	YBR133C	STRUCTURE
HSM3	YBR272C	STRUCTURE
HSP10	YOR020C	STRUCTURE
HSP104	YLL026W	STRUCTURE
HSP12	YFL014W	BOTH
HSP150	YJL159W	STRUCTURE
HSP26	YBR072W	STRUCTURE
HSP30	YCR021C	NONE
HSP31	YDR533C	BOTH
HSP32	YPL280W	STRUCTURE
HSP33	YOR391C	STRUCTURE
HSP42	YDR171W	BOTH
HSP60	YLR259C	STRUCTURE
HSP78	YDR258C	STRUCTURE
HSP82	YPL240C	BOTH
HST1	YOL068C	STRUCTURE
HST2	YPL015C	NONE
HST3	YOR025W	NONE
HST4	YDR191W	NONE
HSU1	YLL058W	NONE
HSV2	YGR223C	NONE
HSX1	YNCJ0025W	NONE
HTA1	YDR225W	STRUCTURE
HTA2	YBL003C	STRUCTURE
HTB1	YDR224C	STRUCTURE
HTB2	YBL002W	STRUCTURE
HTC1	YPL067C	NONE
HTD2	YHR067W	NONE
HTL1	YCR020W-B	NONE
HTS1	YPR033C	NONE
HTZ1	YOL012C	STRUCTURE
HUA1	YGR268C	NONE
HUA2	YOR284W	NONE
HUB1	YNR032C-A	NONE
HUG1	YML058W-A	STRUCTURE
HUL4	YJR036C	NONE
HUL5	YGL141W	NONE
HUR1	YGL168W	STRUCTURE
HUT1	YPL244C	INPUT
HVG1	YER039C	INPUT
HXK1	YFR053C	NONE
HXK2	YGL253W	NONE
HXT1	YHR094C	INPUT
HXT10	YFL011W	INPUT
HXT11	YOL156W	INPUT
HXT12	YIL170W	INPUT
HXT13	YEL069C	INPUT
HXT14	YNL318C	INPUT
HXT15	YDL245C	INPUT
HXT16	YJR158W	INPUT
HXT17	YNR072W	INPUT
HXT2	YMR011W	INPUT
HXT3	YDR345C	INPUT
HXT4	YHR092C	INPUT
HXT5	YHR096C	INPUT
HXT6	YDR343C	INPUT
HXT7	YDR342C	INPUT
HXT8	YJL214W	INPUT
HXT9	YJL219W	INPUT
HYM1	YKL189W	NONE
HYP2	YEL034W	NONE
HYR1	YIR037W	INPUT
IAH1	YOR126C	NONE
IAI11	YBL059W	NONE
IAT4	YDR391C	NONE
IBA57	YJR122W	NONE
IBD2	YNL164C	STRUCTURE
ICE2	YIL090W	NONE
ICL1	YER065C	NONE
ICL2	YPR006C	NONE
ICP55	YER078C	NONE
ICR1	YNCI0012	NONE
ICS2	YBR157C	NONE
ICS3	YJL077C	NONE
ICT1	YLR099C	NONE
ICY1	YMR195W	NONE
IDH1	YNL037C	NONE
IDH2	YOR136W	NONE
IDI1	YPL117C	NONE
IDP1	YDL066W	NONE
IDP2	YLR174W	NONE
IDP3	YNL009W	NONE
IDS2	YJL146W	STRUCTURE
IES1	YFL013C	NONE
IES2	YNL215W	STRUCTURE
IES3	YLR052W	NONE
IES4	YOR189W	NONE
IES5	YER092W	NONE
IES6	YEL044W	NONE
IFA38	YBR159W	NONE
IFH1	YLR223C	NONE
IFM1	YOL023W	NONE
IGD1	YFR017C	NONE
IGO1	YNL157W	NONE
IGO2	YHR132W-A	NONE
IKI1	YHR187W	NONE
IKI3	YLR384C	NONE
IKS1	YJL057C	INPUT
ILM1	YJR118C	NONE
ILS1	YBL076C	NONE
ILT1	YDR090C	NONE
ILV1	YER086W	NONE
ILV2	YMR108W	NONE
ILV3	YJR016C	NONE
ILV5	YLR355C	NONE
ILV6	YCL009C	NONE
IMA1	YGR287C	NONE
IMA2	YOL157C	NONE
IMA3	YIL172C	NONE
IMA4	YJL221C	NONE
IMA5	YJL216C	NONE
IMD2	YHR216W	NONE
IMD3	YLR432W	NONE
IMD4	YML056C	NONE
IME1	YJR094C	NONE
IME2	YJL106W	NONE
IME4	YGL192W	NONE
IMG1	YCR046C	NONE
IMG2	YCR071C	NONE
IMH1	YLR309C	NONE
IML1	YJR138W	INPUT
IML2	YJL082W	NONE
IML3	YBR107C	STRUCTURE
IMO32	YGR031W	NONE
IMP1	YMR150C	NONE
IMP2	YMR035W	NONE
IMP21	YIL154C	NONE
IMP3	YHR148W	STRUCTURE
IMP4	YNL075W	STRUCTURE
IMT1	YNCO0023W	NONE
IMT2	YNCP0006C	NONE
IMT3	YNCJ0022C	NONE
IMT4	YNCE0006W	NONE
INA1	YLR413W	NONE
INA17	YPL099C	NONE
INA22	YIR024C	NONE
INH1	YDL181W	NONE
INM1	YHR046C	INPUT
INM2	YDR287W	INPUT
INN1	YNL152W	STRUCTURE
INO1	YJL153C	NONE
INO2	YDR123C	NONE
INO4	YOL108C	NONE
INO80	YGL150C	STRUCTURE
INP1	YMR204C	NONE
INP2	YMR163C	NONE
INP51	YIL002C	NONE
INP52	YNL106C	NONE
INP53	YOR109W	NONE
INP54	YOL065C	NONE
IOC2	YLR095C	NONE
IOC3	YFR013W	NONE
IOC4	YMR044W	NONE
IPA1	YJR141W	STRUCTURE
IPI1	YHR085W	STRUCTURE
IPI3	YNL182C	STRUCTURE
IPK1	YDR315C	NONE
IPL1	YPL209C	STRUCTURE
IPP1	YBR011C	NONE
IPT1	YDR072C	NONE
IQG1	YPL242C	STRUCTURE
IRA1	YBR140C	NONE
IRA2	YOL081W	NONE
IRC10	YOL015W	NONE
IRC13	YOR235W	NONE
IRC15	YPL017C	NONE
IRC16	YPR038W	NONE
IRC18	YJL037W	NONE
IRC19	YLL033W	NONE
IRC20	YLR247C	STRUCTURE
IRC21	YMR073C	NONE
IRC22	YEL001C	NONE
IRC23	YOR044W	NONE
IRC24	YIR036C	NONE
IRC25	YLR021W	NONE
IRC3	YDR332W	NONE
IRC4	YDR540C	NONE
IRC5	YFR038W	NONE
IRC6	YFR043C	NONE
IRC7	YFR055W	NONE
IRC8	YJL051W	NONE
IRC9	YJL142C	NONE
IRE1	YHR079C	NONE
IRR1	YIL026C	STRUCTURE
IRS4	YKR019C	NONE
ISA1	YLL027W	NONE
ISA2	YPR067W	NONE
ISC1	YER019W	NONE
ISC10	YER180C	NONE
ISD11	YER048W-A	NONE
ISF1	YMR081C	NONE
ISM1	YPL040C	NONE
ISN1	YOR155C	NONE
ISR1	YPR106W	NONE
IST1	YNL265C	NONE
IST2	YBR086C	NONE
IST3	YIR005W	NONE
ISU1	YPL135W	NONE
ISU2	YOR226C	NONE
ISW1	YBR245C	STRUCTURE
ISW2	YOR304W	STRUCTURE
ISY1	YJR050W	NONE
ITC1	YGL133W	STRUCTURE
ITR1	YDR497C	INPUT
ITR2	YOL103W	INPUT
ITT1	YML068W	NONE
IVY1	YDR229W	NONE
IWR1	YDL115C	NONE
IXR1	YKL032C	NONE
IZH1	YDR492W	NONE
IZH2	YOL002C	NONE
IZH3	YLR023C	NONE
IZH4	YOL101C	NONE
JAC1	YGL018C	NONE
JEM1	YJL073W	NONE
JEN1	YKL217W	INPUT
JHD1	YER051W	STRUCTURE
JHD2	YJR119C	STRUCTURE
JID1	YPR061C	NONE
JIP3	YLR331C	NONE
JIP4	YDR475C	NONE
JIP5	YPR169W	STRUCTURE
JJJ1	YNL227C	STRUCTURE
JJJ2	YJL162C	NONE
JJJ3	YJR097W	NONE
JLP1	YLL057C	NONE
JLP2	YMR132C	NONE
JNM1	YMR294W	NONE
JSN1	YJR091C	NONE
KAE1	YKR038C	NONE
KAP104	YBR017C	NONE
KAP114	YGL241W	NONE
KAP120	YPL125W	NONE
KAP122	YGL016W	NONE
KAP123	YER110C	NONE
KAP95	YLR347C	NONE
KAR1	YNL188W	STRUCTURE
KAR2	YJL034W	NONE
KAR3	YPR141C	STRUCTURE
KAR4	YCL055W	NONE
KAR5	YMR065W	NONE
KAR9	YPL269W	NONE
KCC4	YCL024W	STRUCTURE
KCH1	YJR054W	INPUT
KCS1	YDR017C	NONE
KDX1	YKL161C	BOTH
KEG1	YFR042W	STRUCTURE
KEI1	YDR367W	NONE
KEL1	YHR158C	INPUT
KEL2	YGR238C	INPUT
KEL3	YPL263C	NONE
KES1	YPL145C	NONE
KEX1	YGL203C	NONE
KEX2	YNL238W	NONE
KGD1	YIL125W	NONE
KGD2	YDR148C	NONE
KGD4	YFR049W	NONE
KHA1	YJL094C	INPUT
KHR1		NONE
KHS1		NONE
KIC1	YHR102W	NONE
KIN1	YDR122W	NONE
KIN2	YLR096W	NONE
KIN28	YDL108W	STRUCTURE
KIN3	YAR018C	STRUCTURE
KIN4	YOR233W	NONE
KIN82	YCR091W	NONE
KIP1	YBL063W	STRUCTURE
KIP2	YPL155C	STRUCTURE
KIP3	YGL216W	NONE
KKQ8	YKL168C	NONE
KNH1	YDL049C	STRUCTURE
KNS1	YLL019C	NONE
KOG1	YHR186C	INPUT
KRE1	YNL322C	STRUCTURE
KRE2	YDR483W	NONE
KRE28	YDR532C	NONE
KRE29	YER038C	STRUCTURE
KRE33	YNL132W	STRUCTURE
KRE5	YOR336W	STRUCTURE
KRE6	YPR159W	STRUCTURE
KRE9	YJL174W	STRUCTURE
KRI1	YNL308C	STRUCTURE
KRR1	YCL059C	STRUCTURE
KRS1	YDR037W	NONE
KSH1	YNL024C-A	NONE
KSP1	YHR082C	BOTH
KSS1	YGR040W	INPUT
KTA1	YCL049C	NONE
KTD1	YAR028W	NONE
KTI11	YBL071W-A	NONE
KTI12	YKL110C	NONE
KTR1	YOR099W	NONE
KTR2	YKR061W	NONE
KTR3	YBR205W	NONE
KTR4	YBR199W	NONE
KTR5	YNL029C	NONE
KTR6	YPL053C	NONE
KTR7	YIL085C	NONE
KXD1	YGL079W	NONE
LAA1	YJL207C	NONE
LAA2	YBL010C	NONE
LAC1	YKL008C	NONE
LAF1	YMR102C	NONE
LAG1	YHL003C	NONE
LAG2	YOL025W	NONE
LAM1	YHR155W	NONE
LAM4	YHR080C	NONE
LAM5	YFL042C	NONE
LAM6	YLR072W	NONE
LAP2	YNL045W	NONE
LAP3	YNL239W	NONE
LAS1	YKR063C	NONE
LAS17	YOR181W	NONE
LAS21	YJL062W	NONE
LAT1	YNL071W	NONE
LCB1	YMR296C	NONE
LCB2	YDR062W	NONE
LCB3	YJL134W	NONE
LCB4	YOR171C	NONE
LCB5	YLR260W	INPUT
LCD1	YDR499W	STRUCTURE
LCL1	YPL056C	NONE
LCL2	YLR104W	NONE
LCL3	YGL085W	NONE
LCP5	YER127W	STRUCTURE
LDB16	YCL005W	NONE
LDB17	YDL146W	NONE
LDB18	YLL049W	NONE
LDB19	YOR322C	NONE
LDB7	YBL006C	STRUCTURE
LDH1	YBR204C	NONE
LDM1	YER085C	NONE
LDO16	YMR148W	NONE
LDO45	YMR147W	NONE
LDS1	YAL018C	NONE
LDS2	YOL047C	NONE
LEA1	YPL213W	NONE
LEC1	YPR097W	NONE
LEE1	YPL054W	NONE
LEM3	YNL323W	NONE
LEO1	YOR123C	STRUCTURE
LEU1	YGL009C	NONE
LEU2	YCL018W	NONE
LEU3	YLR451W	NONE
LEU4	YNL104C	NONE
LEU5	YHR002W	INPUT
LEU9	YOR108W	NONE
LFT1	YML037C	NONE
LGE1	YPL055C	STRUCTURE
LHP1	YDL051W	NONE
LHS1	YKL073W	NONE
LIA1	YJR070C	NONE
LIF1	YGL090W	STRUCTURE
LIH1	YJR107W	NONE
LIN1	YHR156C	NONE
LIP1	YMR298W	NONE
LIP2	YLR239C	NONE
LIP5	YOR196C	NONE
LLP1	YJR112W-A	NONE
LMO1	YLL007C	NONE
LNP1	YHR192W	NONE
LOA1	YPR139C	NONE
LOC1	YFR001W	STRUCTURE
LOG1	YJL055W	NONE
LOH1	YJL038C	NONE
LOS1	YKL205W	NONE
LOT5	YKL183W	NONE
LOT6	YLR011W	INPUT
LPD1	YFL018C	NONE
LPL1	YOR059C	NONE
LPP1	YDR503C	NONE
LPX1	YOR084W	NONE
LPX2	YKL050C	NONE
LRE1	YCL051W	NONE
LRG1	YDL240W	INPUT
LRO1	YNR008W	NONE
LRP1	YHR081W	NONE
